1.08284      0.0404991              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0
1.08784      0.0579197              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0
1.09284       0.071725              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0
1.09784      0.0837284              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0
1.10284      0.0946232              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0
1.10784        0.10476              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0
1.11284       0.114345              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0
1.11784       0.123511              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0
1.12284       0.132348              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0
1.12784       0.140922              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0
1.13284        0.14928              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0
1.13784       0.157461              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0
1.14284       0.165494              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0
1.14784       0.173402              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0
1.15284       0.181204              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0
1.15784       0.188916              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0
1.16284       0.196551              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0
1.16784       0.204119              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0
1.17284       0.211632              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0
1.17784       0.219096              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0
1.18284       0.226518              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0
1.18784       0.233905              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0
1.19284       0.241262              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0
1.19784       0.248594              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0
1.20284       0.255904              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0
1.20784       0.263197              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0
1.21284       0.270476              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0
1.21784       0.277744              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0
1.22284       0.285003              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0
1.22784       0.292257              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0
1.23284       0.299506              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0
1.23784       0.306753              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0
1.24284       0.314001              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0
1.24784        0.32125              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0
1.25284       0.328502              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0
1.25784       0.335758              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0
1.26284        0.34302              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0
1.26784       0.350289              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0
1.27284       0.357566              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0
1.27784       0.364852              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0              0
